begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
06:28.4,06:29.8,32,,,,,Husband_H02_WH,这个信息也没删,Zhège xìnxī yě méi shān.,I didn't delete these messages.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
06:29.8,06:32.2,32,,,,,Husband_H02_WH,然后她看我手机,Ránhòu tā kàn wǒ shǒujī.,Then she looked at my phone.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
06:32.2,06:34.7,32,,,,,Husband_H02_WH,看完之后那个脸色相当相当白啊,Kàn wán zhīhòu nàgè liǎnsè xiàng dāng xiāngdāng bái a.,After reading it.. her face blanched,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,脸白,up:isolated,相当,contract:proclaim,,
06:34.7,06:38.7,32,,,,,Husband_H02_WH,所以她因为这个事跟我是没完没了地置,Suǒyǐ tā yīnwèi zhège shì gēn wǒ shì méiwán méiliǎo de zhì.,So she had endless arguments with me because of this,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,置气,up:isolated,没完没了,contract:proclaim,,
06:38.7,06:39.9,32,,,,,Husband_H02_WH,置气啊,Zhì qì a..,She argued with me and became angry,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,置气,,,contract:proclaim,,
06:40.3,06:41.2,33,,I,S,Hostess_H02,Hostess_H02,就这个事儿,jiù zhège shì er,Just for this,husband,,,,,,,,,,wife,-ve,judgement,invoke,evoke,,,,,expand:entertain,,
06:41.2,06:42.4,34,,,,Husband_H02_WH,Husband_H02_WH,以死来威胁,Yǐ sǐ lái wēixié,She threatened me by death.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,威胁,up:infused,以死,monoglossic,,
06:44.2,06:46.7,35,,I,S,Wife_H02_AW,Wife_H02_AW,以前从感情上我们是挺好的,Yǐqián cóng gǎnqíng shàng wǒmen shì tǐng hǎo de.,We used to be in good relationship.,hostess,VoE,置气,VoE,以前感情好,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,couple,+ve,appreciation,inscribe,,,,up:isolated,,monoglossic,,
06:46.7,06:49.1,36,,I,S,Hostess_H02,Hostess_H02,没想过会在这个问题上出问题,Méi xiǎngguò huì zài zhège wèntí shàng chū wèntí,You haven't thought that there will be problems on this issue,wife,IVoE,,,,,,,,,,,,,,,,,,,,
06:49.1,06:50.8,37,,,,Wife_H02_AW,Wife_H02_AW,对..我承受不了,Duì.. wǒ chéngshòu bùliǎo.,No. I can't bear it.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,antagonist,承受不了,,,monoglossic,,
06:50.8,06:53.6,38,,I,S,Husband_H02_WH,Husband_H02_WH,以前小生气..大生气不断地有,Yǐqián xiǎo shēngqì.. dà shēngqì bùduàn dì yǒu.,There used to be small arguments and big conflicts occasionally. ,hostess,VoE,以前感情好,VoE,不断有,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,attitudinal token,observed,生气,up:isolated,不断,monoglossic,,
06:53.6,06:56.6,38,,,,,Husband_H02_WH,但是同学聚会来了..这个气生得越来越大,Dànshì tóngxué jùhuì láile.. zhège qì shēngdé yuè lái yuè dà.,But the incident of high schoolmate gathering.. and her anger becomes more and more intense,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,生气,up:isolated,越来越大,contract:disclaim:counter,,
06:56.6,07:00.2,38,,,,,Husband_H02_WH,我有俩儿子...一个大儿子...一个小儿子...,Wǒ yǒu liǎ érzi. Yīgè dà érzi. Yīgè xiǎo érzi.,I have two sons. An elder son. A younger son.,hostess,,,,,,,,,,,,,,,,,,,,,
07:00.2,07:01.5,38,,,,,Husband_H02_WH,小儿子上初中,Xiǎo érzi shàng chūzhōng.,The younger son is in junior high school.,hostess,,,,,,,,,,,,,,,,,,,,,
07:01.5,07:06.1,38,,,,,Husband_H02_WH,她把我小儿子叫到边上之后..把这个事给我..给我小儿子..然后灌输这个思想,Tā bǎ wǒ xiǎo érzi jiào dào biān shàng zhīhòu.. bǎ zhège shì gěi wǒ.. gěi wǒ xiǎo érzi.. ránhòu guànshū zhège sīxiǎng.,She asked my younger son to stand by her side. She told me.. told my younger son.. about this incident. Then she implanted this idea to my son.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,灌输思想,up:infused,灌输,monoglossic,,
07:06.1,07:08.4,38,,,,,Husband_H02_WH,离婚的情况下就是你爸逼的,Líhūn de qíngkuàng xià jiùshì nǐ bà bī de.,In the case of divorce.. it's your father who forced me to do so.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,离婚,up:infused,逼,monoglossic,,
07:08.4,07:12.0,38,,,,,Husband_H02_WH,实际上感觉你爸实际上外面有情人了..干啥了,Shíjì shang gǎnjué nǐ bà shíjì shang wàimiàn yǒuqíng rénle.. gàn shàle.,Actually.. it sounded like your dad actually had a lover outside.. and he had done this and that.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
07:12.0,07:13.3,38,,,,,Husband_H02_WH,这类的语言吧,Zhè lèi de yǔyán ba.,This kind of language.,hostess,,,,,,,,,,,,,,,,,,,expand:entertain,,
07:13.3,07:16.1,38,,,,,Husband_H02_WH,然后再写下遗书,Ránhòu zài xiě xià yíshū.,Then she wrote a will.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
07:16.1,07:18.8,38,,,,,Husband_H02_WH,以死来威逼..咋回事..,Yǐ sǐ lái wēibī.. zǎ huí shì..,She threatened me with death. What was going on,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
07:18.8,07:21.0,38,,,,,Husband_H02_WH,你不能和她聊天,Nǐ bùnéng hé tā liáotiān.,You can't chat with her.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
07:22.0,07:26.6,39,,I,S,Wife_H02_AW,Wife_H02_AW,然后就是说..我让他把那同学的微信删掉,Ránhòu jiùshì shuō.. wǒ ràng tā bǎ nà tóngxué de wéi xìn shān diào.,Then that is to say.. I asked him to delete the high schoolmate's WeChat.,hostess,VoE,以死威胁,VoE,把微信删掉,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,,,,,,,,,,,,
07:26.6,07:29.0,39,,,,,Wife_H02_AW,他在不情愿的情况下删了,Tā zài bù qíngyuàn de qíngkuàng xià shānle.,He deleted it reluctantly.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,不情愿,,,monoglossic,,
07:29.0,07:32.1,39,,,,,Wife_H02_AW,删的时候他就说..你把这个给我删了,Shān de shíhòu tā jiù shuō.. nǐ bǎ zhège gěi wǒ shānle.,When he deleted it.. he said.. you could delete this for me.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
07:32.1,07:34.3,39,,,,,Wife_H02_AW,群里头的那里头给我留着,Qún lǐtou dì nàlǐ tou gěi wǒ liúzhe.,But don't delete the class group.,hostess,,,,,,,,,,,,,,,,,,,,,
07:34.3,07:36.4,39,,,,,Wife_H02_AW,后来我就把那个群给他留着了,Hòulái wǒ jiù bǎ nàgè qún gěi tā liúzhele.,Then I saved the group for him.,hostess,VoE,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
07:36.9,07:41.1,40,,I,S,Hostess_H02,Hostess_H02,你的意思是..只要把这个明显存在的敌人给删了就没事了,Nǐ de yìsi shì.. zhǐyào bǎ zhège míngxiǎn cúnzài de dírén gěi shānle jiù méishìle.,What you mean is that as long as you delete this obvious enemy.. it will be fine.,wife,,,,,,,,,,,,,,,,,,,,,
07:41.1,07:41.8,41,O,,,Husband_H02_WH,Husband_H02_WH,[哼哼],Hēng hēng,Hehhh,,,,,,,,,,,,,,,,,,,,,,
07:41.1,07:42.2,42,O,,,Wife_H02_AW,Wife_H02_AW,[嗯],ń,Mhm.,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmation,,,,,monoglossic,,
07:42.2,07:45.7,42,,I,S,,Wife_H02_AW,那当时那以后的心理就是这样..把她删掉就没事了,nà dāngshí nà yǐhòu de xīnlǐ jiùshì zhèyàng.. bǎ tā shān diào jiù méishìle.,At that moment.. after that incident.. my mentality was.. delete her WeChat account.. then it would be over.,hostess,IVoE,,,,,,,,,self,+ve,judgement,invoke,contrast,,,,,expand:entertain,,
07:45.7,07:49.2,43,,I,S,Husband_H02_WH,Husband_H02_WH,我认为吧..这本身是一个很简单的事,Wǒ rènwéi ba.. zhè běn shū shì yīgè hěn jiǎndān de shì.,I think.. this is in fact a very simple matter.,hostess,,把微信删掉,VoE,简单的事,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE,self,+ve,judgement,invoke,contrast,,简单,up:isolated,很,expand:entertain,,
07:49.2,07:50.1,43,,,,,Husband_H02_WH,你别聊了,Nǐ bié liáole.,Don't chat with her.,hostess,,,,,,,,,,,,,,,,,,,,,
07:50.1,07:50.6,43,,,,,Husband_H02_WH,你少聊点,Nǐ shǎo liáo diǎn.,You shouldn't chat that much with her.,hostess,,,,,,,,,,,,,,,,,,,,,
07:50.6,07:51.4,43,,,,,Husband_H02_WH,这就算过去了,Zhè jiùsuàn guòqùle.,This is over.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,expand:entertain,,
07:51.4,07:54.4,43,,,,,Husband_H02_WH,把这个简单的事弄复杂化是战争,Bǎ zhège jiǎndān de shì nòng fùzá huà shì zhànzhēng.,It is war to complicate a simple thing.,hostess,,把微信删掉,VoE,复杂化,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
07:54.4,07:57.1,43,,,,,Husband_H02_WH,你把复杂的事弄简单化是和平,Nǐ bǎ fùzá de shì nòng jiǎndān huà shì hépíng.,It is peace to simplify a thing that is complicated.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
07:57.9,08:11.7,43,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
08:11.7,08:15.3,44,,,,Husband_H02_WH,Husband_H02_WH,干活干累的情况下..给她推拿按按按摩..哎,Gàn huó gàn lèi de qíngkuàng xià.. gěi tā tuīná àn àn ànmó.. āi,When she works hard and feels tired.. I will give her a massage.. aye.,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
08:15.3,08:16.4,44,O,,,,Husband_H02_WH,[她舒服点],tā shūfú diǎn,To make her feel more comfortable.,hostess,,,,,,,,,,self,+ve,judgement,invoke,irrealis,observed,,,,monoglossic,,
08:15.3,08:17.0,45,O,I,S,Hostess_H02,Hostess_H02,[这样做是]为了什么呢,zhèyàng zuò shì wèile shénme ne,What is it for,husband,,,,,,,,,,,,,,,,,,,,,
08:17.1,08:22.7,46,,,,Husband_H02_WH,Husband_H02_WH,这样做感觉就是..我..我和..和好的感觉..哎..她舒服点,Zhèyàng zuò gǎnjué jiùshì.. wǒ.. wǒ hé.. hé hǎo de gǎnjué.. āi.. tā shūfú diǎn.,The feeling is that.. I.. I make.. a feeling to make up.. aye.. to make her feel more comfortable.,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,,,,expand:entertain,,
08:22.7,08:24.3,46,O,,,,Husband_H02_WH,哎..然后这个事[就过了],Āi.. ránhòu zhège shì jiùguòle.,Aye.. then this thing is over.,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
08:23.4,08:24.1,47,O,I,S,Hostess_H02,Hostess_H02,[你是说],Nǐ shì shuō,You mean..,husband,,,,,,,,,,,,,,,,,,,,,
08:24.2,08:26.5,47,,,,,Hostess_H02,想[表现出]一种姿态..[是吗],xiǎng biǎoxiàn chū yī zhǒng zītài.. shì ma,you want to make a gesture.. don't you,husband,,,,,,,,,,,,,,,,,,,,,
08:24.3,08:24.8,48,O,,,Husband_H02_WH,Husband_H02_WH,[等于这],Děngyú zhè,Sort of.,hostess,,,,,,,,,,,,,,,,,,,,,
08:26.1,08:26.8,48,,,,,Husband_H02_WH,[对了]..哎..对了,duìle.. āi.. duìle.,Right.. aye.. right.,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmation,,,,,monoglossic,,
08:26.8,08:29.1,48,,,,,Husband_H02_WH,我这个..哎..这篇就算掀过去了,Wǒ zhège.. āi.. zhè piān jiùsuàn xiān guòqùle.,I this.. aye.. this page is turned over.,hostess,,,,,,,,,,self,+ve,judgement,invoke,metaphor,,,,,monoglossic,,
08:29.1,08:38.3,48,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
08:38.4,08:41.8,49,,,,Wife_H02_AW,Wife_H02_AW,在我把删了以后第三天..,Zài wǒ bǎ shānle yǐhòu dì sān tiān..,On the third day after I deleted it..,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:41.8,08:44.0,49,,,,,Wife_H02_AW,我又在他的那个群里头看到..,wǒ yòu zài tā dì nàgè qún lǐtou kàn dào..,I saw it again in his group.,hostess,,,,,,,,,,,,,,,,,,,,,
08:44.0,08:46.0,49,,,,,Wife_H02_AW,那女的又给他发了微信,nà nǚ de yòu gěi tā fāle wēixìn.,The woman sent his a WeChat message.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,counter-expectancy,,发微信,,,contract:disclaim:counter,又,
08:46.0,08:48.1,49,O,,,,Wife_H02_AW,他爱写毛笔字嘛,Tā ài xiě máobǐ zì ma.,He loves calligraphy.,hostess,,,,,,,,,,antagonist,+ve,judgement,invoke,attitudinal token,observed,,,,contract:proclaim,,
08:48.1,08:48.5,50,O,,,Hostess_H02,Hostess_H02,[嗯],Ń,Mhm.,wife,,,,,,,,,,,,,,,,,,,,,
08:48.1,08:50.3,51,,,,Wife_H02_AW,Wife_H02_AW,[他]写完之后拍张照片..,tā xiě wán zhīhòu pāi zhāng zhàopiàn..,After he finished writing.. he took a photo.,hostess,,,,,,,,,,,,,,,,,,,,,
08:50.3,08:51.4,51,O,,,,Wife_H02_AW,发到[里头],fā dào lǐtou.,Sent it to the group.,hostess,,,,,,,,,,,,,,,,,,,,,
08:51.0,08:51.4,52,O,,,Hostess_H02,Hostess_H02,[嗯],Ń,Mhm.,wife,,,,,,,,,,,,,,,,,,,,,
08:51.4,08:52.6,53,,,,Wife_H02_AW,Wife_H02_AW,那女的看到了,nà nǚ de kàn dàole.,That woman saw it.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
08:52.6,08:53.3,53,,,,,Wife_H02_AW,就提着他的名字,Jiù tízhe tā de míngzì.,She tagged his name.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,提名字,,,monoglossic,,
08:53.3,08:55.0,53,,,,,Wife_H02_AW,你的字写得真好,Nǐ de zì xiě dé zhēn hǎo.,Your calligraphy looks really good.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
08:55.0,08:57.1,53,O,,,,Wife_H02_AW,[下]一句就是提了他的名字,Xià yījù jiùshì tíle tā de míngzì.,The next sentence tagged his name.,hostess,,,,,,,,,,,,,,,,,,,,,
08:55.0,08:55.3,54,O,,,Husband_H02_WH,Husband_H02_WH,[哼],Hēng,Humph.,,,,,,,,,,,,,,,,,,,,,,
08:57.1,09:00.8,55,,,,Wife_H02_AW,Wife_H02_AW,同学的友情和咱们俩的亲情继续下去,tóngxué de yǒuqíng hé zánmen liǎ de qīnqíng jìxù xiàqù.,The friendship of the high schoolmates and the affection of the two of us continued.,hostess,,,,,,,,,,intruder,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
09:00.8,09:03.9,55,,,,,Wife_H02_AW,然后呢..他就往里头发了一个链接,Ránhòu ne.. tā jiù wǎng lǐ tou fā le yīgè liànjiē.,Then he sent a link to the group.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
09:03.9,09:06.2,55,,,,,Wife_H02_AW,内容呢..写的就是..,Nèiróng ne.. xiě de jiùshì..,The content.. what was written was..,hostess,,,,,,,,,,,,,,,,,,,,,
09:06.2,09:09.3,55,,,,,Wife_H02_AW,被别人思念是一种幸福,bèi biérén sīniàn shì yī zhǒng xìngfú.,Being missed by others is a kind of happiness.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
09:09.3,09:11.5,55,O,,,,Wife_H02_AW,思念别人是[一种]温暖,Sīniàn biérén shì yī zhǒng wēnnuǎn.,Missing others is a kind of warmth.,hostess,,,,,,,,,,,,,,,,,,,,,
09:10.1,09:10.6,56,O,I,S,Hostess_H02,Hostess_H02,[啊],A,Ah..,wife,,,,,,,,,,,,,,,,,,,,,
09:11.4,09:13.7,56,O,,,,Hostess_H02,[你]认为这些话都是有关联的..[是吗],nǐ rènwéi zhèxiē huà dōu shì yǒu guānlián de.. shì ma,You think these words are all related.. don't you,wife,,,,,,,,,,,,,,,,,,,,,
09:13.1,09:13.6,57,O,I,S,Wife_H02_AW,Wife_H02_AW,[嗯],Ń,Mhm.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
09:13.6,09:15.3,57,,,,,Wife_H02_AW,就是说虽然不联系..,jiùshì shuō suīrán bù liánxì..,That is to say.. although we don't contact each other..,hostess,,,,,,,,,,,,,,,,,,,,,
09:15.3,09:17.5,57,,,,,Wife_H02_AW,但是你在我内心里的一角,dànshì nǐ zài wǒ nèixīn lǐ de yījiǎo.,there's a corner of my heart that is yours.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
09:17.5,09:19.3,57,O,,,,Wife_H02_AW,[这]一句话,Zhè yījù huà.,This was the sentence.,hostess,,,,,,,,,,,,,,,,,,,,,
09:17.6,09:18.2,58,O,,,Hostess_H02,Hostess_H02,[嗯],Ń,Mhm.,wife,,,,,,,,,,,,,,,,,,,,,
09:19.3,09:20.6,59,,I,S,Wife_H02_AW,Wife_H02_AW,他们[没有联系]了吗,Tāmen méiyǒu liánxìle ma,Aren't they connected,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
09:19.4,09:20.0,60,O,I,,Hostess_H02,Hostess_H02,[所以..你],Suǒyǐ.. nǐ,So.. you,wife,,,,,,,,,,,,,,,,,,,,,
09:20.6,09:21.8,61,,,,Wife_H02_AW,Wife_H02_AW,他在这里头不联系,tā zài zhèlǐ tou bù liánxì.,He didn't contact her in the group.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
09:21.8,09:23.8,61,,,,,Wife_H02_AW,他用这种暗示..我感觉是,Tā yòng zhè zhǒng ànshì.. wǒ gǎnjué shì.,He used this hint.. I feel.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,expand:entertain,,
09:24.2,09:24.8,62,,I,S,Husband_H02_WH,Husband_H02_WH,没有,Méiyǒu.,No.,antagonist,IVoE,暗示,IVoE,没有,reject or question the interpretation,challenge,IVoE,Yes,VoE; IVoE,antagonist,-ve,judgement,inscribe,denial,,,,,monoglossic,,
09:24.8,09:26.1,62,,,,,Husband_H02_WH,这都属于很正常,Zhè dōu shǔyú hěn zhèngcháng.,This was very normal.,antagonist,ExAss,暗示,IVoE,正常,reorient to an explicit assessment,reorient,ExAss,Yes,VoE; IVoE,self,+ve,judgement,inscribe,,,,up:isolated,,contract:proclaim,,
09:26.8,09:28.0,63,,I,S,Wife_H02_AW,Wife_H02_AW,我看来不正常,Wǒ kàn lái bu zhèngcháng.,I don't think it is normal.,antagonist,ExAss,正常,ExAss,不正常,reverse or question the assessment,challenge,ExAss,Yes,IVoE; ExAss,antagonist,-ve,judgement,inscribe,,,,,,expand:entertain,,
09:28.0,09:31.1,63,,,,,Wife_H02_AW,为啥她发了那个以后你就是发个链接,Wèi shà tā fāle nàgè yǐhòu nǐ jiùshì fā gè liànjiē,Why did you send the link after she sent that,antagonist,VoE,正常,ExAss,你发链接,reorient to a VE,reorient,VoE,Yes,IVoE; ExAss,antagonist,-ve,judgement,invoke,rhetorical question,,,,,contract:proclaim,,
09:33.4,09:37.2,64,,I,S,Hostess_H02,Hostess_H02,李先生..其实你写个毛笔字..人家夸你..这也没什么,Lǐ xiānshēng.. qíshí nǐ xiě gè máobǐ zì.. rénjiā kuā nǐ.. zhè yě méishénme.,Mr. Li.. in fact.. you practiced calligraphy. Then someone praised you. This is nothing.,husband,,,,,,,,,,,,,,,,,,,,,
09:37.2,09:38.0,64,,,,,Hostess_H02,也很正常,Yě hěn zhèngcháng.,It is also normal.,husband,,,,,,,,,,,,,,,,,,,,,
09:38.0,09:39.3,65,,I,S,Husband_H02_WH,Husband_H02_WH,这就属于赞赏吧,Zhè jiù shǔyú zànshǎng ba.,This is so-called appreciation.,hostess,,,,,,,,,,intruder,+ve,judgement,inscribe,,,,,,expand:entertain,,
09:39.3,09:40.4,65,O,,,,Husband_H02_WH,[啊..一种赞赏一样,A.. yī zhǒng zànshǎng yīyàng.,Ah.. one kind of appreciation.,hostess,,,,,,,,,,intruder,+ve,judgement,inscribe,,,,down:isolated,,monoglossic,,
09:39.3,09:39.8,66,O,I,S,Hostess_H02,Hostess_H02,[好,Hǎo.,Ok.,husband,,,,,,,,,,,,,,,,,,,,,
09:39.8,09:44.1,66,,,,,Hostess_H02,[可是再往下]她说人家又..特意跟你说一句..,Kěshì zài wǎng xià tā shuō rénjiā yòu.. tèyì gēn nǐ shuō yījù..,But later she said that the woman mentioned you in the group.,husband,,,,,,,,,,,,,,,,,,,,,
09:44.1,09:50.4,66,,,,,Hostess_H02,什么我们同学的友情和咱们俩的亲情还可以继续..,Shénme wǒmen tóngxué de yǒuqíng hé zánmen liǎ de qīnqíng hái kěyǐ jìxù..,Something like the friendship between our high schoolmates and the affection between the two of us can continue.,husband,VoE,,,,,,,,,,,,,,,,,,,,
09:50.4,09:51.7,66,,,,,Hostess_H02,这我就不太明白是啥意思,zhè wǒ jiù bù tài míngbái shì shà yìsi.,I don't quite understand what it means.,husband,IVoE,,,,,,,,,,,,,,,,,,,,
09:51.7,09:53.5,67,O,,,Husband_H02_WH,Husband_H02_WH,不不..没有..这个不是[这样的],Bù bù.. méiyǒu.. zhège bùshì zhèyàng de.,No no.. it's not. This is not the case.,hostess,VoE,微信内容,VoE,没有,reject the VE,challenge,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
09:53.5,09:53.7,68,O,I,,Wife_H02_AW,Wife_H02_AW,[有],Yǒu.,It is.,antagonist,VoE,没有,VoE,有,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
09:53.6,09:54.4,69,,I,,Husband_H02_WH,Husband_H02_WH,[没有]这样,Méiyǒu zhèyàng.,It's not like this.,antagonist,VoE,有,VoE,没有,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
09:54.6,09:55.4,70,,I,S,Wife_H02_AW,Wife_H02_AW,下边一句就是这样,Xiàbian yījù jiùshì zhèyàng.,The next sentence was like this.,antagonist,VoE,没有,VoE,下一句,replace with an alternative VE,replace,VoE,No,VoE,antagonist,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
09:55.4,09:56.6,71,,I,S,Husband_H02_WH,Husband_H02_WH,没有..没有,Méiyǒu.. méiyǒu.,No.. no.,antagonist,VoE,下一句,VoE,没有,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
09:56.6,09:57.5,71,O,,,,Husband_H02_WH,我还[没有]这个印象,Wǒ hái méiyǒu zhège yìnxiàng.,I still don't have this impression.,antagonist,VoE,下一句,VoE,没有印象,present the VE as questionable,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,denial,,,,,expand:entertain,,
09:56.9,09:57.2,72,O,I,,Wife_H02_AW,Wife_H02_AW,[有],Yǒu.,It is.,antagonist,VoE,没有,VoE,有,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,affirmation,,,,,monoglossic,,
09:57.5,09:58.8,73,,I,S,Hostess_H02,Hostess_H02,有这句话吗,Yǒu zhè jù huà ma,Was there such a sentence,husband,,,,,,,,,,,,,,,,,,,,,
09:58.9,09:59.7,74,,,,Husband_H02_WH,Husband_H02_WH,没有,Méiyǒu.,No.,hostess,VoE,下一句,VoE,没有,reject the VE,challenge,VoE,No,VoE,antagonist,-ve,judgement,invoke,denial,,,,,monoglossic,,
09:59.7,10:03.1,74,,,,,Husband_H02_WH,聚会的时候..我们班主任老师..人家说过一句话..,Jùhuì de shíhòu.. wǒmen bānzhǔrèn lǎoshī.. rénjiā shuōguò yījù huà..,At the party.. our class head teacher.. she said a sentence.,hostess,VoE,下一句,VoE,班主任说,replace with an alternative VE,replace,VoE,No,VoE,,,,,,,,,,,,
10:03.1,10:09.2,74,O,,,,Husband_H02_WH,[她说]咱们师生这个情谊啊..这个友情这么多年来..哎..越来越变成亲情了,tā shuō zánmen shī shēng zhège qíngyì a.. zhège yǒuqíng zhème duōnián lái.. āi.. yuè lái yuè biàn chéng qīnqíngle.,She said that our friendship.. between teachers and students.. this friendship.. after so many years.. has become more and more like an affection between family members.,hostess,,,,,,,,,,self,+ve,judgement,invoke,quotation:other,,,,,monoglossic,,
10:03.1,10:03.6,75,O,,,Hostess_H02,Hostess_H02,[嗯],Ń.,Ok.,husband,,,,,,,,,,,,,,,,,,,,,
10:09.2,10:10.4,76,,,,Husband_H02_WH,Husband_H02_WH,啊..都变成亲情了,A.. dōu biàn chéng qīnqíngle.,Ah.. they have become a family.,hostess,,,,,,,,,,,,,,,,,,,,,
10:10.4,10:13.3,76,,,,,Husband_H02_WH,这句话对于她来说也是个打击,Zhè jù huà duìyú tā lái shuō yěshì gè dǎjí.,This sentence from her point of view was also a blow,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,打击,up:infused,这句话,expand:entertain,,
10:13.3,10:14.8,76,,,,,Husband_H02_WH,可不能变成亲情,Kě bùnéng biàn chéng qīnqíng.,They can't become a family.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
10:14.8,10:15.7,76,,,,,Husband_H02_WH,太刺激了,Tài cìjīle.,Too frightening.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,刺激,up:isolated,太……了,monoglossic,,
10:15.7,10:18.4,77,O,I,S,Hostess_H02,Hostess_H02,然后你发的那个链接..那首歌[是什么意思],Ránhòu nǐ fā dì nàgè liànjiē.. nà shǒu gē shì shénme yìsi,Then the link you sent.. that song.. what did you mean,husband,,,,,,,,,,,,,,,,,,,,,
10:17.5,10:19.2,78,O,I,S,Husband_H02_WH,Husband_H02_WH,[链接我都没]注意,Liànjiē wǒ dū méi zhùyì.,I didn't pay attention to the link.,hostess,,,,,,,,,,self,+ve,judgement,invoke,denial,,,,,contract:disclaim:counter,,
